2020-03-19 23:28:06,321 INFO  Logger.cs: 70 - 
2020-03-19 23:39:05,889 INFO  ExportHelperExtension.cs: 1364 - Unfixing component 73
2020-03-19 23:39:05,889 INFO  ExportHelperExtension.cs: 1364 - Unfixing component 77
2020-03-19 23:39:05,889 INFO  ExportHelperExtension.cs: 1364 - Unfixing component 84
2020-03-19 23:39:12,078 WARN  ExportHelperExtension.cs: 342 - Creating joint from parent base_link to child right_behind failed
2020-03-19 23:39:12,639 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [CoordSys] from 2018_Assembly.SLDASM
2020-03-19 23:39:12,649 INFO  ExportHelperExtension.cs: 1142 - Found 63 in 2018_Assembly.SLDASM
2020-03-19 23:39:12,649 INFO  ExportHelperExtension.cs: 1152 - Found 5 features of type [CoordSys] in 2018_Assembly.SLDASM
2020-03-19 23:39:12,649 INFO  ExportHelperExtension.cs: 1155 - Proceeding through assembly components
2020-03-19 23:39:12,997 INFO  ExportHelperExtension.cs: 1167 - 8 components to check
2020-03-19 23:39:13,001 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [CoordSys] from golfball-1
2020-03-19 23:39:13,002 INFO  ExportHelperExtension.cs: 1142 - Found 27 in golfball-1
2020-03-19 23:39:13,003 INFO  ExportHelperExtension.cs: 1152 - Found 0 features of type [CoordSys] in golfball-1
2020-03-19 23:39:13,004 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [CoordSys] from 50w_motor_2 assembly-4
2020-03-19 23:39:13,005 INFO  ExportHelperExtension.cs: 1142 - Found 73 in 50w_motor_2 assembly-4
2020-03-19 23:39:13,007 INFO  ExportHelperExtension.cs: 1152 - Found 0 features of type [CoordSys] in 50w_motor_2 assembly-4
2020-03-19 23:39:13,007 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [CoordSys] from kick system-1
2020-03-19 23:39:13,007 INFO  ExportHelperExtension.cs: 1142 - Found 48 in kick system-1
2020-03-19 23:39:13,007 INFO  ExportHelperExtension.cs: 1152 - Found 0 features of type [CoordSys] in kick system-1
2020-03-19 23:39:13,007 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [CoordSys] from BASE-1
2020-03-19 23:39:13,007 INFO  ExportHelperExtension.cs: 1142 - Found 75 in BASE-1
2020-03-19 23:39:13,007 INFO  ExportHelperExtension.cs: 1152 - Found 0 features of type [CoordSys] in BASE-1
2020-03-19 23:39:13,007 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [CoordSys] from MOUTH_CAN-1
2020-03-19 23:39:13,007 INFO  ExportHelperExtension.cs: 1142 - Found 110 in MOUTH_CAN-1
2020-03-19 23:39:13,007 INFO  ExportHelperExtension.cs: 1152 - Found 0 features of type [CoordSys] in MOUTH_CAN-1
2020-03-19 23:39:13,007 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [CoordSys] from 50w_motor_1 assembly-1
2020-03-19 23:39:13,007 INFO  ExportHelperExtension.cs: 1142 - Found 75 in 50w_motor_1 assembly-1
2020-03-19 23:39:13,007 INFO  ExportHelperExtension.cs: 1152 - Found 0 features of type [CoordSys] in 50w_motor_1 assembly-1
2020-03-19 23:39:13,007 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [CoordSys] from 50w_motor_1 assembly-2
2020-03-19 23:39:13,017 INFO  ExportHelperExtension.cs: 1142 - Found 75 in 50w_motor_1 assembly-2
2020-03-19 23:39:13,018 INFO  ExportHelperExtension.cs: 1152 - Found 0 features of type [CoordSys] in 50w_motor_1 assembly-2
2020-03-19 23:39:13,018 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [CoordSys] from 50w_motor_2 assembly-5
2020-03-19 23:39:13,018 INFO  ExportHelperExtension.cs: 1142 - Found 73 in 50w_motor_2 assembly-5
2020-03-19 23:39:13,018 INFO  ExportHelperExtension.cs: 1152 - Found 0 features of type [CoordSys] in 50w_motor_2 assembly-5
2020-03-19 23:39:13,018 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [RefAxis] from 2018_Assembly.SLDASM
2020-03-19 23:39:13,018 INFO  ExportHelperExtension.cs: 1142 - Found 63 in 2018_Assembly.SLDASM
2020-03-19 23:39:13,018 INFO  ExportHelperExtension.cs: 1152 - Found 4 features of type [RefAxis] in 2018_Assembly.SLDASM
2020-03-19 23:39:13,018 INFO  ExportHelperExtension.cs: 1155 - Proceeding through assembly components
2020-03-19 23:39:13,018 INFO  ExportHelperExtension.cs: 1167 - 8 components to check
2020-03-19 23:39:13,018 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [RefAxis] from golfball-1
2020-03-19 23:39:13,018 INFO  ExportHelperExtension.cs: 1142 - Found 27 in golfball-1
2020-03-19 23:39:13,018 INFO  ExportHelperExtension.cs: 1152 - Found 0 features of type [RefAxis] in golfball-1
2020-03-19 23:39:13,018 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [RefAxis] from 50w_motor_2 assembly-4
2020-03-19 23:39:13,018 INFO  ExportHelperExtension.cs: 1142 - Found 73 in 50w_motor_2 assembly-4
2020-03-19 23:39:13,018 INFO  ExportHelperExtension.cs: 1152 - Found 0 features of type [RefAxis] in 50w_motor_2 assembly-4
2020-03-19 23:39:13,028 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [RefAxis] from kick system-1
2020-03-19 23:39:13,028 INFO  ExportHelperExtension.cs: 1142 - Found 48 in kick system-1
2020-03-19 23:39:13,028 INFO  ExportHelperExtension.cs: 1152 - Found 0 features of type [RefAxis] in kick system-1
2020-03-19 23:39:13,028 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [RefAxis] from BASE-1
2020-03-19 23:39:13,028 INFO  ExportHelperExtension.cs: 1142 - Found 75 in BASE-1
2020-03-19 23:39:13,028 INFO  ExportHelperExtension.cs: 1152 - Found 0 features of type [RefAxis] in BASE-1
2020-03-19 23:39:13,028 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [RefAxis] from MOUTH_CAN-1
2020-03-19 23:39:13,028 INFO  ExportHelperExtension.cs: 1142 - Found 110 in MOUTH_CAN-1
2020-03-19 23:39:13,028 INFO  ExportHelperExtension.cs: 1152 - Found 0 features of type [RefAxis] in MOUTH_CAN-1
2020-03-19 23:39:13,028 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [RefAxis] from 50w_motor_1 assembly-1
2020-03-19 23:39:13,028 INFO  ExportHelperExtension.cs: 1142 - Found 75 in 50w_motor_1 assembly-1
2020-03-19 23:39:13,028 INFO  ExportHelperExtension.cs: 1152 - Found 0 features of type [RefAxis] in 50w_motor_1 assembly-1
2020-03-19 23:39:13,028 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [RefAxis] from 50w_motor_1 assembly-2
2020-03-19 23:39:13,028 INFO  ExportHelperExtension.cs: 1142 - Found 75 in 50w_motor_1 assembly-2
2020-03-19 23:39:13,028 INFO  ExportHelperExtension.cs: 1152 - Found 0 features of type [RefAxis] in 50w_motor_1 assembly-2
2020-03-19 23:39:13,028 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [RefAxis] from 50w_motor_2 assembly-5
2020-03-19 23:39:13,038 INFO  ExportHelperExtension.cs: 1142 - Found 73 in 50w_motor_2 assembly-5
2020-03-19 23:39:13,038 INFO  ExportHelperExtension.cs: 1152 - Found 0 features of type [RefAxis] in 50w_motor_2 assembly-5
2020-03-19 23:43:23,461 INFO  AssemblyExportForm.cs: 254 - Completing URDF export
2020-03-19 23:43:23,466 INFO  Serialization.cs: 275 - URDF Configuration found
